"","manufacturer","model","year","average_price"
"753","cadillac","cts-v",2012,31851.1666666667
"754","cadillac","cts-v",2013,36900
"755","cadillac","cts-v",2014,45995
"756","cadillac","cts-v!!!",2009,30500
"757","cadillac","cts4",2008,5500
"758","cadillac","cts4",2009,7272.5
"759","cadillac","cts4",2010,6065
"760","cadillac","cts4",2011,11472.5
"761","cadillac","cts4",2012,11798.8
"762","cadillac","cts4",2013,16500
"763","cadillac","ctsv",2010,22000
"764","cadillac","ctsv",2011,29999
"765","cadillac","ctsv",2012,30500
"766","cadillac","ctsv",2013,30000
"767","cadillac","ctsv",2014,46000
"768","cadillac","deville",1992,6600
"769","cadillac","deville",1994,4711
"770","cadillac","deville",1996,4625
"771","cadillac","deville",1998,4379
"772","cadillac","deville",1999,5517.5
"773","cadillac","deville",2000,5098.8
"774","cadillac","deville",2001,4823.4
"775","cadillac","deville",2002,4961.57894736842
"776","cadillac","deville",2003,4477.83333333333
"777","cadillac","deville",2004,5059.06666666667
"778","cadillac","deville",2005,4483.44444444444
"779","cadillac","deville",2008,5300
"780","cadillac","deville",2013,3990
"781","cadillac","dhs",2005,3995
"782","cadillac","dts",2003,3500
"783","cadillac","dts",2005,5925
"784","cadillac","dts",2006,6575.85245901639
"785","cadillac","dts",2007,7570.50877192982
"786","cadillac","dts",2008,6251.76595744681
"787","cadillac","dts",2009,8201.05
"788","cadillac","dts",2010,8483.19230769231
"789","cadillac","dts",2011,11312.6590909091
"790","cadillac","dts-l",2009,14990
"791","cadillac","dtx",2008,7900
"792","cadillac","eagle",2001,4800
"793","cadillac","eldorado",1996,5000
"794","cadillac","eldorado",1998,5188.33333333333
"795","cadillac","eldorado",1999,7000
"796","cadillac","eldorado",2000,6640.83333333333
"797","cadillac","eldorado",2001,6439.28571428571
"798","cadillac","eldorado",2002,8568
"799","cadillac","eldorado￼",1999,3500
"800","cadillac","elr",2014,22990
"801","cadillac","elr",2016,22900
"802","cadillac","escalade",1999,7666.33333333333
"803","cadillac","escalade",2000,5413.41666666667
"804","cadillac","escalade",2002,6288.52631578947
"805","cadillac","escalade",2003,6365.24
"806","cadillac","escalade",2004,7945.05128205128
"807","cadillac","escalade",2005,7898.8275862069
"808","cadillac","escalade",2006,7030.58620689655
"809","cadillac","escalade",2007,12567.5776397516
"810","cadillac","escalade",2008,15663.1509433962
"811","cadillac","escalade",2009,14575.023255814
"812","cadillac","escalade",2010,16488.7014925373
"813","cadillac","escalade",2011,18494.8026315789
"814","cadillac","escalade",2012,20405.8372093023
"815","cadillac","escalade",2013,26437.6627906977
"816","cadillac","escalade",2014,28106.8484848485
"817","cadillac","escalade",2015,39798.3149606299
"818","cadillac","escalade",2016,42659.4655172414
"819","cadillac","escalade",2017,47900.6111111111
"820","cadillac","escalade",2018,51856.6538461538
"821","cadillac","escalade",2019,54093.625
"822","cadillac","escalade",2020,55990
"823","cadillac","escalade",2021,17250
"824","cadillac","escalate",2003,5600
"825","cadillac","esclade",2004,13995
"826","cadillac","ext",2007,6900
"827","cadillac","ext",2008,12000
"828","cadillac","fleetwood",1992,14500
"829","cadillac","fleetwood",1994,6900
"830","cadillac","fleetwood",1996,9492.85714285714
"831","cadillac","hearse",1996,5550
"832","cadillac","hearse",1998,3900
"833","cadillac","hearse",2003,4995
"834","cadillac","limo",2004,8000
"835","cadillac","limousine",2001,9380
"836","cadillac","limousine",2003,4900
"837","cadillac","luxury",2018,27495
"838","cadillac","premium",2016,16725
"839","cadillac","professional",2001,6997
"840","cadillac","rxs",2016,15600
"841","cadillac","sedan",1996,4999
"842","cadillac","sedan",2000,6800
"843","cadillac","sevile",1999,5450
"844","cadillac","seville",1992,7000
"845","cadillac","seville",1996,5333.33333333333
"846","cadillac","seville",1998,3400
"847","cadillac","seville",1999,5448.33333333333
"848","cadillac","seville",2000,12777
"849","cadillac","seville",2001,7500
"850","cadillac","seville",2002,4069
"851","cadillac","seville",2003,4100
"852","cadillac","sls",2004,4500
"853","cadillac","srx",2004,5019.36842105263
"854","cadillac","srx",2005,6237.35294117647
"855","cadillac","srx",2006,5886.25
"856","cadillac","srx",2007,5614.58620689655
"857","cadillac","srx",2008,7600.61538461538
"858","cadillac","srx",2009,8011
"859","cadillac","srx",2010,9584.79452054794
"860","cadillac","srx",2011,10619.4166666667
"861","cadillac","srx",2012,12387.34
"862","cadillac","srx",2013,14061.8674698795
"863","cadillac","srx",2014,16253
"864","cadillac","srx",2015,20933.1082802548
"865","cadillac","srx",2016,20664.6229508197
"866","cadillac","srx",2017,28900
"867","cadillac","srx",2018,28970
"868","cadillac","srx-4",2013,18500
"869","cadillac","srx-v6",2010,9995
"870","cadillac","srx4",2008,5500
"871","cadillac","srx4",2010,12499.5
"872","cadillac","srx4",2011,8190
"873","cadillac","srx4",2012,6995
"874","cadillac","srx4",2013,9999
"875","cadillac","srx~awesome",2014,14997
"876","cadillac","sts",2000,5350
"877","cadillac","sts",2002,10800
"878","cadillac","sts",2005,5243
"879","cadillac","sts",2006,5623.2
"880","cadillac","sts",2007,6529.83333333333
"881","cadillac","sts",2008,7007.70588235294
"882","cadillac","sts",2009,9843.95833333333
"883","cadillac","sts",2010,9277.66666666667
"884","cadillac","sts",2013,11300
"885","cadillac","sts-4",2006,4000
"886","cadillac","sts-v",2006,10000
"887","cadillac","sts4",2006,5995
"888","cadillac","sts4",2009,6800
"889","cadillac","stx",2013,7990
"890","cadillac","stx4",2007,4900
"891","cadillac","suv",2012,8300
"892","cadillac","xlr",2004,20062.1666666667
"893","cadillac","xlr",2005,19747.5
"894","cadillac","xlr",2006,17709.4285714286
"895","cadillac","xlr",2008,28325
"896","cadillac","xrs",2016,19000
"897","cadillac","xt4",2019,34229.7445255474
"898","cadillac","xt4",2020,34973.2748538012
"899","cadillac","xt5",2017,28983.2481203008
"900","cadillac","xt5",2018,29242.7402597403
"901","cadillac","xt5",2019,38434.0222222222
"902","cadillac","xt5",2020,42245.03125
"903","cadillac","xt6",2020,49452.6176470588
"904","cadillac","xts",2013,15350.7368421053
"905","cadillac","xts",2014,16986.3421052632
"906","cadillac","xts",2015,19898.7142857143
"907","cadillac","xts",2016,20847.2096774194
"908","cadillac","xts",2017,19834.7931034483
"909","cadillac","xts",2018,21797.125
"910","cadillac","xts",2019,29239.8
"911","cadillac","xts4",2013,15800
"912","cadillac","xts4",2016,45000
"913","chevrolet","1",2006,17500
"914","chevrolet","1",2011,9999
"915","chevrolet","1/2",2006,5750
"916","chevrolet","1500",1994,12775
"917","chevrolet","1500",1996,8166.66666666667
"918","chevrolet","1500",1998,6375
"919","chevrolet","1500",2001,6500
"920","chevrolet","1500",2002,5500
"921","chevrolet","1500",2003,12995
"922","chevrolet","1500",2004,5500
"923","chevrolet","1500",2005,9995
"924","chevrolet","1500",2006,10000
"925","chevrolet","1500",2008,11495
"926","chevrolet","1500",2009,11950
"927","chevrolet","1500",2010,13900
"928","chevrolet","1500",2011,16497.5
"929","chevrolet","1500",2012,22449.5
"930","chevrolet","1500",2013,18747.5
"931","chevrolet","1500",2014,23972.4473684211
"932","chevrolet","1500",2015,29972.5
"933","chevrolet","1500",2016,35495
"934","chevrolet","1500",2018,34660.1666666667
"935","chevrolet","1500",2019,47884.4444444444
"936","chevrolet","1500",2020,47497.5
"937","chevrolet","1500 silverado",1999,6000
"938","chevrolet","1500 silverado",2000,4500
"939","chevrolet","1500 silverado",2002,10902
"940","chevrolet","1500 silverado",2003,8500
"941","chevrolet","1500 silverado",2004,19900
"942","chevrolet","1500 silverado",2007,8950
"943","chevrolet","1500 silverado",2008,13499.6666666667
"944","chevrolet","1500 silverado",2011,17731.6666666667
"945","chevrolet","1500 silverado",2012,19980
"946","chevrolet","1500 silverado",2013,21599.6666666667
"947","chevrolet","1500 silverado",2014,30995
"948","chevrolet","1500 silverado",2017,27736
"949","chevrolet","1500hd",2003,13895
"950","chevrolet","2000",2000,17500
"951","chevrolet","2500",1998,5500
"952","chevrolet","2500",1999,10950
"953","chevrolet","2500",2000,4147.5
"954","chevrolet","2500",2001,7383.33333333333
"955","chevrolet","2500",2002,8195
"956","chevrolet","2500",2003,6000
"957","chevrolet","2500",2004,23439
"958","chevrolet","2500",2005,11120.7142857143
"959","chevrolet","2500",2006,10900
"960","chevrolet","2500",2007,12800
"961","chevrolet","2500",2008,14995
"962","chevrolet","2500",2009,14250
"963","chevrolet","2500",2010,18000
"964","chevrolet","2500",2011,21016.6666666667
"965","chevrolet","2500",2012,30578.115942029
"966","chevrolet","2500",2013,24488.9473684211
"967","chevrolet","2500",2014,16450
"968","chevrolet","2500",2015,33357.6
"969","chevrolet","2500",2016,38157.8571428571
"970","chevrolet","2500",2017,32721.2857142857
"971","chevrolet","2500",2018,22950
"972","chevrolet","2500",2019,52120
"973","chevrolet","2500",2020,29995
"974","chevrolet","2500 hd",2012,18000
"975","chevrolet","2500 silverado",2006,12500
"976","chevrolet","2500 silverado",2007,19960
"977","chevrolet","2500 silverado",2013,17700
"978","chevrolet","2500hd",2001,15997.5
"979","chevrolet","2500hd",2002,16987.5
"980","chevrolet","2500hd",2003,10000
"981","chevrolet","2500hd",2004,7331.66666666667
"982","chevrolet","2500hd",2005,3800
"983","chevrolet","2500hd",2007,14800
"984","chevrolet","2500hd",2011,19200
"985","chevrolet","2500hd",2012,22350
"986","chevrolet","2500hd",2013,34527.9310344828
"987","chevrolet","2500hd",2014,38500
"988","chevrolet","2500hd",2016,27650
"989","chevrolet","2500hd",2018,37464.4285714286
"990","chevrolet","2509",2004,11999
"991","chevrolet","2599",2016,37999
"992","chevrolet","3/4",2003,4000
"993","chevrolet","3/4",2015,13500
"994","chevrolet","3500",1992,5666.66666666667
"995","chevrolet","3500",1994,14997.5
"996","chevrolet","3500",1996,6900
"997","chevrolet","3500",1998,11685
"998","chevrolet","3500",1999,6959.5
"999","chevrolet","3500",2000,8784.15384615385
"1000","chevrolet","3500",2001,10133.3333333333
"1001","chevrolet","3500",2002,12250
"1002","chevrolet","3500",2003,6950
"1003","chevrolet","3500",2004,9390
"1004","chevrolet","3500",2005,12249.5
"1005","chevrolet","3500",2006,7040
"1006","chevrolet","3500",2007,19380.7692307692
"1007","chevrolet","3500",2008,18125
"1008","chevrolet","3500",2009,24500.6451612903
"1009","chevrolet","3500",2010,20900
"1010","chevrolet","3500",2011,15995
"1011","chevrolet","3500",2012,20963.3333333333
"1012","chevrolet","3500",2013,24006.2857142857
"1013","chevrolet","3500",2014,30495.8333333333
"1014","chevrolet","3500",2015,37065.8823529412
"1015","chevrolet","3500",2016,32736
"1016","chevrolet","3500",2017,33980
"1017","chevrolet","3500",2018,48900
"1018","chevrolet","3500",2019,34375
"1019","chevrolet","3500",2020,48500
"1020","chevrolet","3500 silverado",2006,21500
"1021","chevrolet","3500hd",1998,3500
"1022","chevrolet","3500hd",2005,19900
"1023","chevrolet","3500hd",2007,13900
"1024","chevrolet","3500hd",2014,25995
"1025","chevrolet","3500hd",2015,34899
"1026","chevrolet","3500hd",2016,39000
"1027","chevrolet","3500hd",2017,30895
"1028","chevrolet","3500w",2007,7600
"1029","chevrolet","4",2007,8999
"1030","chevrolet","4-dr silverado",2009,11900
"1031","chevrolet","4500",2004,30000
"1032","chevrolet","4500",2012,16900
"1033","chevrolet","4500",2016,43848.9655172414
"1034","chevrolet","4500",2019,44995
"1035","chevrolet","454",1992,10000
"1036","chevrolet","5500",2004,16500
"1037","chevrolet","5500",2007,33609.1851851852
"1038","chevrolet","5500hd",2020,54500
"1039","chevrolet","6500",2001,5500
"1040","chevrolet","7500",1998,13900
"1041","chevrolet","7500",1999,9500
"1042","chevrolet","7500",2008,17675
"1043","chevrolet","8500",2007,13900
"1044","chevrolet","acadia",2012,9000
"1045","chevrolet","alalanche",2004,8999
"1046","chevrolet","asto",2002,9500
"1047","chevrolet","astro",1994,4247.5
"1048","chevrolet","astro",1996,5166.66666666667
"1049","chevrolet","astro",1998,5839.8
"1050","chevrolet","astro",1999,6628.125
"1051","chevrolet","astro",2000,5625
"1052","chevrolet","astro",2001,5997.85714285714
"1053","chevrolet","astro",2002,8786.53846153846
"1054","chevrolet","astro",2003,8148.25
"1055","chevrolet","astro",2004,8991.33333333333
"1056","chevrolet","astro",2005,6860.53846153846
"1057","chevrolet","avalache",2008,24950
"1058","chevrolet","avalance",2013,24800
"1059","chevrolet","avalanch",2002,7995
"1060","chevrolet","avalanch",2012,17495
"1061","chevrolet","avalanche",2002,6857.42857142857
"1062","chevrolet","avalanche",2003,7700.29411764706
"1063","chevrolet","avalanche",2004,7651.26666666667
"1064","chevrolet","avalanche",2005,10296.6896551724
"1065","chevrolet","avalanche",2006,9368.92307692308
"1066","chevrolet","avalanche",2007,11794.4831460674
"1067","chevrolet","avalanche",2008,11808.2833333333
"1068","chevrolet","avalanche",2009,14456.9555555556
"1069","chevrolet","avalanche",2010,16165.0810810811
"1070","chevrolet","avalanche",2011,17620.4098360656
"1071","chevrolet","avalanche",2012,23341.619047619
"1072","chevrolet","avalanche",2013,24714.578125
"1073","chevrolet","aveo",2004,3866.33333333333
"1074","chevrolet","aveo",2005,4149.2
"1075","chevrolet","aveo",2006,4654.85714285714
"1076","chevrolet","aveo",2007,4293.5
"1077","chevrolet","aveo",2008,4624.18181818182
"1078","chevrolet","aveo",2009,4422.2
"1079","chevrolet","aveo",2010,4831.58333333333
"1080","chevrolet","aveo",2011,5176.67647058824
"1081","chevrolet","aveo5",2008,5016.66666666667
"1082","chevrolet","aveo5",2010,3495
"1083","chevrolet","aveo5",2011,3995
"1084","chevrolet","awd",2012,17995
"1085","chevrolet","belair",2012,19750
"1086","chevrolet","black",2013,19999
"1087","chevrolet","blazer",1992,7447.5
"1088","chevrolet","blazer",1994,9831.25
"1089","chevrolet","blazer",1996,3969
"1090","chevrolet","blazer",1998,4697.5
"1091","chevrolet","blazer",1999,3965
"1092","chevrolet","blazer",2000,4350
"1093","chevrolet","blazer",2001,6809
"1094","chevrolet","blazer",2002,4309.64285714286
"1095","chevrolet","blazer",2003,4495
"1096","chevrolet","blazer",2004,7338
"1097","chevrolet","blazer",2005,5900
"1098","chevrolet","blazer",2019,31669.1066666667
"1099","chevrolet","blazer",2020,32770.0927835052
"1100","chevrolet","blazer",2021,39630.6666666667
"1101","chevrolet","bolt",2017,19243.8620689655
"1102","chevrolet","bolt",2018,20398.2
"1103","chevrolet","bolt",2019,18775
"1104","chevrolet","bolt",2020,26909.2857142857
"1105","chevrolet","bolt",2021,33397
"1106","chevrolet","box",2002,5500
"1107","chevrolet","box",2004,4399
"1108","chevrolet","box",2005,10500
"1109","chevrolet","box",2007,22250
"1110","chevrolet","box",2009,12995
"1111","chevrolet","box",2014,3500
"1112","chevrolet","bus",2011,8500
"1113","chevrolet","c",2008,23000
"1114","chevrolet","c",2012,9980
"1115","chevrolet","c-5500",2007,24995
"1116","chevrolet","c-5500",2008,24500
"1117","chevrolet","c-7500",2005,5995
"1118","chevrolet","c/k",1992,13375
"1119","chevrolet","c/k",1994,12307.25
"1120","chevrolet","c/k",1996,8280.83333333333
"1121","chevrolet","c/k",1998,18123.25
"1122","chevrolet","c/k",2000,9447.5
"1123","chevrolet","c/t",1999,10999
"1124","chevrolet","c1500",1992,9500
"1125","chevrolet","c1500",1998,3400
"1126","chevrolet","c1500 silverado",2000,4900
"1127","chevrolet","c2500",1996,8950
"1128","chevrolet","c2500",2011,14995
"1129","chevrolet","c2500",2012,27900
"1130","chevrolet","c35",2000,6500
"1131","chevrolet","c3500",1998,6500
"1132","chevrolet","c3500",2000,8950
"1133","chevrolet","c3500",2001,35000
"1134","chevrolet","c3500",2005,9250
"1135","chevrolet","c3500",2006,28500
"1136","chevrolet","c3500",2011,13500
"1137","chevrolet","c3500hd",2000,15000
"1138","chevrolet","c3500hd",2002,14900
"1139","chevrolet","c3500hd",2007,15900
"1140","chevrolet","c4500",2003,20374.75
"1141","chevrolet","c4500",2004,14221.25
"1142","chevrolet","c4500",2005,21519.88
"1143","chevrolet","c4500",2006,14249.5
"1144","chevrolet","c4500",2007,37793
"1145","chevrolet","c4500",2008,15498.3333333333
"1146","chevrolet","c5",1999,15500
"1147","chevrolet","c5500",2000,16000
"1148","chevrolet","c5500",2005,27799.4
"1149","chevrolet","c5500",2007,26737.5
"1150","chevrolet","c5500",2008,27118
"1151","chevrolet","c5500",2009,17146.5
"1152","chevrolet","c65",2001,24500
"1153","chevrolet","c6500",1998,7900
"1154","chevrolet","c6500",1999,17928.5714285714
"1155","chevrolet","c6500",2000,7300
"1156","chevrolet","c6500",2002,14750
"1157","chevrolet","c6500",2003,24750
"1158","chevrolet","c6500",2004,27999
"1159","chevrolet","c6500",2006,24243.3333333333
